images,label
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845274-076487-004-1452-932-88-160.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491847109-090503-000-2472-2360-128-112.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491822061-013445-002-132-1192-104-136.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562786350-074160-001-136-172-80-128.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562672591-333379-000-652-2548-112-80.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562668415-301270-002-1924-4-56-184.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491825541-040286-001-348-2016-104-96.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845296-076654-006-1664-116-80-120.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562787125-080189-001-152-1144-80-144.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492427505-119676-000-2508-768-64-96.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491843708-064537-004-2816-260-128-144.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491843713-064571-000-604-1896-160-96.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492451279-094921-000-2524-1864-64-88.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845372-077244-006-2796-60-88-120.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845677-079585-007-1276-600-72-120.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492428840-129867-000-504-620-120-104.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491824474-032068-006-1324-184-136-136.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562789041-095097-001-416-1044-144-64.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1558632321-148257-000-1616-1740-56-136.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845427-077663-008-1116-236-80-112.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491844604-071383-000-912-1332-72-160.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562737052-106766-000-624-1864-104-304.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562786451-074941-001-1148-2184-144-136.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845011-074479-002-260-1872-72-96.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491846339-084630-009-2376-144-72-128.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491823539-024855-003-3264-1456-80-184.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491824790-034504-005-2620-188-144-120.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491823274-022802-000-884-1172-64-136.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491844925-073831-002-748-828-152-72.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1558631447-141416-000-1384-1984-56-136.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492429310-133429-000-1956-1120-88-128.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491822237-014801-005-3064-156-96-144.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491823740-026396-000-456-1588-104-88.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1559064857-959387-000-1896-2100-136-128.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562788515-091014-001-1876-1756-96-152.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492450725-090689-000-2564-1784-80-120.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491824137-029458-001-152-976-112-112.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845678-079590-001-3072-2144-128-64.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562685669-042324-000-200-1976-96-104.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492449296-079747-000-3072-1876-128-72.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845386-077348-001-1332-744-104-104.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491846642-086949-004-596-72-128-168.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491822431-016290-002-56-184-72-80.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845473-078014-003-804-500-64-144.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1558630573-134568-001-876-1924-96-112.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491844095-067492-000-528-1136-72-152.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491844778-072704-001-220-1616-112-120.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845113-075252-003-80-1600-64-160.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492428122-124385-000-2696-920-120-112.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491825088-036801-001-2528-1816-64-88.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562716590-106318-000-1348-800-88-136.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491846416-085219-004-2404-436-144-104.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1558631599-142611-001-2012-2132-104-176.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845678-079593-002-404-1052-104-104.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492427262-117825-000-1480-52-48-80.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491823979-028249-001-3196-808-80-112.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491846924-089094-000-3128-1744-96-176.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491844722-072283-001-1116-1692-88-152.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492429476-134699-001-2020-104-136-88.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491846721-087550-001-940-1884-80-160.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491823099-021447-003-808-1328-88-120.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845412-077546-000-1000-728-48-96.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492449682-082700-000-2116-280-168-64.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1558631900-144948-000-1284-2228-88-128.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491846013-082145-004-1036-240-88-152.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491844482-070450-001-1028-1360-104-144.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491822588-017513-001-2292-568-72-160.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1558631633-142870-001-2352-1920-96-72.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562734647-087867-000-1868-2600-80-103.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492427627-120611-000-3268-460-72-80.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562664519-271149-000-180-1104-112-88.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491822640-017916-000-924-2116-104-160.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491823616-025446-000-1108-1820-184-96.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1559064830-959205-000-916-772-120-104.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491824481-032125-005-960-568-48-88.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492449221-079166-000-576-860-136-96.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845957-081717-000-412-2280-80-152.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492449045-077812-000-1916-1860-160-96.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845526-078420-001-3148-1892-96-120.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491843682-064339-002-440-1540-96-136.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1558630988-137819-001-1460-580-56-184.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562660764-242048-000-972-372-72-128.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845179-075757-001-412-2052-200-128.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491844991-074329-000-2612-2208-88-160.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845815-080634-004-2876-644-88-112.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491846623-086796-000-2868-968-72-128.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492427696-121140-000-2060-276-112-104.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491824800-034581-001-1640-2184-120-192.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492448408-072945-000-1532-628-128-128.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1558630880-136965-003-2416-400-96-120.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562672080-329484-000-588-1496-104-112.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562731509-063164-001-1020-2164-64-152.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845439-077755-003-2920-352-128-160.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1559064887-959595-002-464-700-120-160.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492429901-137947-001-564-988-104-64.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491824111-029256-002-1820-864-144-88.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491824806-034625-000-356-2060-112-128.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491844170-068069-001-264-1180-104-128.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562740889-009299-000-664-2472-72-144.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491825383-039065-000-3224-2556-151-80.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491843611-063794-004-1124-0-104-136.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492428633-128279-000-1196-8-104-56.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845283-076557-003-236-892-144-72.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492430254-140639-000-660-1308-120-72.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492428100-124219-000-2636-944-64-96.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491822644-017943-001-1912-1756-80-176.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562677631-371873-001-792-1744-128-72.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491822014-013094-002-360-1068-48-96.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491846808-088210-001-2992-1612-104-80.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492426965-115546-000-1356-492-72-128.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491824927-035552-002-3180-40-128-104.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491846406-085147-002-1584-284-136-112.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491823284-022881-000-2620-2132-96-160.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491822529-017055-000-2328-2160-152-72.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562723012-156588-000-2096-2236-48-128.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845404-077488-000-616-2216-104-200.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562672465-332423-000-1716-1120-112-136.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491843620-063860-001-1444-1988-88-168.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491847057-090096-001-1800-1528-192-80.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492428949-130698-000-1424-1712-136-72.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845848-080883-002-3008-2088-120-104.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562728934-042842-000-248-964-120-104.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492428250-125365-000-3008-520-144-104.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562728371-038389-000-1688-1952-72-136.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562723333-159095-000-136-400-88-128.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562667557-294657-000-1488-1464-112-80.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491822616-017730-001-3248-432-96-160.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491846575-086440-006-36-1384-64-160.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1558630713-135655-002-288-224-72-64.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491847178-091031-000-692-2596-80-96.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1558630853-136747-000-0-1604-120-88.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492427317-118247-000-2656-1180-120-88.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492449215-079122-000-1144-624-64-64.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491824337-030999-004-2556-1156-48-88.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492450210-086734-000-1696-16-96-64.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491825453-039608-003-176-240-80-80.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845255-076347-001-676-1260-64-80.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562726651-024781-000-1464-2084-72-120.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492428332-125973-000-3000-100-136-72.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491823380-023627-000-1424-2480-160-144.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491843629-063937-002-428-1320-64-144.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492448912-076796-000-2704-2236-152-56.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562786567-075852-001-1168-84-56-96.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491846042-082368-000-44-2508-176-96.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492449086-078131-000-1800-496-160-64.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492430329-141211-000-3044-860-64-88.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491823383-023645-003-1264-1532-200-104.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1559065415-963258-002-2076-436-80-96.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491844800-072872-000-424-1508-104-128.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491845177-075744-002-740-988-104-152.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491824436-031768-001-2180-1196-88-64.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562656878-211830-000-628-476-80-152.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1491823437-024059-000-108-2400-64-136.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part1/Gyrodinium/SPCP2-1492427933-122946-000-2904-648-96-104.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562791980-000484-000-708-1900-80-120.jpg,Gyrodinium
/data6/phytoplankton-db/hab_in_situ/images/workshop2019_v2_part2/Gyrodinium/SPCP2-1562660673-241338-000-1984-668-72-136.jpg,Gyrodinium
